"Invested In","Sector","Market Value Latest Price","Value as of <br> 31 Dec, 2023","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Honda SIEL Power Products Limited","","1261520720.55","1229730000","2.11","514413","","","/mutual-fund/holding-history/137723/570/"
"HealthCare Global Enterprises Ltd","Healthcare","1208626428.6","1223523000","2.1","3347532","","","/mutual-fund/holding-history/137723/1978/"
"Nippon Life India Asset Management Ltd Ordinary Shares","Financial Services","1405350000","1209195000","2.08","2700000","-211690","-7.27","/mutual-fund/holding-history/137723/64356/"
"Wonderla Holidays Ltd","Consumer Cyclical","1080493623.3","1060554000","1.82","1257997","","","/mutual-fund/holding-history/137723/1528/"
"Hikal Ltd","Healthcare","981420000","1003035000","1.72","3300000","","","/mutual-fund/holding-history/137723/545/"
"SAMHI Hotels Ltd","Consumer Cyclical","1103715307.8","990903000","1.7","5953157","","","/mutual-fund/holding-history/137723/1679657/"
"Shoppers Stop Ltd","Consumer Cyclical","1068525477.9","987232000","1.7","1428701","","","/mutual-fund/holding-history/137723/1225/"
"Finolex Cables Ltd","Industrials","979241040","962983000","1.65","900700","","","/mutual-fund/holding-history/137723/416/"
"Carborundum Universal Ltd","Industrials","888760000","890720000","1.53","800000","","","/mutual-fund/holding-history/137723/238/"
"R R Kabel Ltd","Industrials","802891840.25","879300000","1.51","559565","","","/mutual-fund/holding-history/137723/1681351/"
"Vesuvius India Ltd","Industrials","824161695.6","830533000","1.43","231256","-8077","-3.37","/mutual-fund/holding-history/137723/1475/"
"MM Forgings Ltd","Industrials","720914402.1","762647000","1.31","788143","","","/mutual-fund/holding-history/137723/868/"
"Akzo Nobel India Ltd","Basic Materials","762881916.6","749600000","1.29","287484","","","/mutual-fund/holding-history/137723/52/"
"Natco Pharma Ltd","Healthcare","783360000","730215000","1.25","900000","","","/mutual-fund/holding-history/137723/908/"
"Rallis India Ltd","Basic Materials","737116419.6","700794000","1.2","2804857","","","/mutual-fund/holding-history/137723/1101/"
"ASK Automotive Ltd","Consumer Cyclical","669758620.05","660774000","1.14","2274609","","","/mutual-fund/holding-history/137723/1776576/"
"Transport Corp of India Ltd","Industrials","657276229.8","643703000","1.11","782332","","","/mutual-fund/holding-history/137723/1368/"
"Eveready Industries India Ltd","Industrials","636742781.4","613695000","1.05","1772916","","","/mutual-fund/holding-history/137723/398/"
"Graphite India Ltd","Industrials","556063751.1","569361000","0.98","1034826","","","/mutual-fund/holding-history/137723/489/"
"Eureka Forbes Ltd","Technology","543502766.3","565072000","0.97","1108963","","","/mutual-fund/holding-history/137723/850674/"
"Ramco Industries Ltd","Industrials","561953400.3","494989000","0.85","2281581","","","/mutual-fund/holding-history/137723/1104/"
"Kirloskar Ferrous Industries Ltd","Industrials","543661068","473566000","0.81","854813","","","/mutual-fund/holding-history/137723/2056/"
"PCBL Ltd","Basic Materials","590207680","463959000","0.8","1844399","","","/mutual-fund/holding-history/137723/1034/"
"Vardhman Special Steels Ltd","Basic Materials","420372322.5","429609000","0.74","1965275","","","/mutual-fund/holding-history/137723/1501/"
"Ganesha Ecosphere Ltd","Consumer Cyclical","436940325.8","404684000","0.7","412753","-86000","-17.24","/mutual-fund/holding-history/137723/1563/"
"Cera Sanitaryware Ltd","Industrials","410270688","391478000","0.67","49887","-23008","-31.56","/mutual-fund/holding-history/137723/254/"
"Automotive Axles Ltd","Consumer Cyclical","301954873.6","307648000","0.53","143392","","","/mutual-fund/holding-history/137723/135/"
"S H Kelkar & Co Ltd","Basic Materials","264801151.7","228510000","0.39","1571054","-92194","-5.54","/mutual-fund/holding-history/137723/1788/"
"Transindia Real Estate Ltd","Real Estate","171753366.4","143338000","0.25","3157231","","","/mutual-fund/holding-history/137723/1611703/"
"POWERGRID Infrastructure Investment Trust Units","","102200390","100896000","0.17","1043500","","","/mutual-fund/holding-history/137723/481511/"
"Allcargo Terminals Ltd","Industrials","100205618.87","71169000","0.12","1354313","-1415687","-51.11","/mutual-fund/holding-history/137723/1611704/"
